Mac Prefix,Vendor Name
70:B3:D5:38:0,"SeaTech Intelligent Technology (Shanghai) Co., LTD"
70:B3:D5:15:6,Rivercity Innovations Ltd.
70:B3:D5:CE:C,Deltronic Security AB
70:B3:D5:F9:0,Atman Tecnologia Ltda
B0:C5:3C,"Cisco Systems, Inc"
EC:CE:13,"Cisco Systems, Inc"
E8:EB:34,"Cisco Systems, Inc"
48:8B:0A,"Cisco Systems, Inc"
B0:BB:E5,Sagemcom Broadband SAS
90:B4:DD,Private
1C:9F:4E,COOSEA GROUP (HK) COMPANY LIMITED
24:11:45,Xiaomi Communications Co Ltd
78:95:EB,ITEL MOBILE LIMITED
BC:5B:D5,"ARRIS Group, Inc."
9C:9A:C0,LEGO System A/S
A0:9F:10,SHENZHEN BILIAN ELECTRONIC CO.，LTD
20:1B:88,"Dongguan Liesheng Electronic Co., Ltd."
24:94:93,FibRSol Global Network Limited
28:D0:44,Shenzhen Xinyin technology company
58:60:D8,"ARRIS Group, Inc."
50:A5:DC,"ARRIS Group, Inc."
AC:37:28,Taicang T&W Electronics
DC:B7:2E,Xiaomi Communications Co Ltd
B8:87:6E,Intertech Services AG
F8:6D:73,"Zengge Co., Limited"
C0:94:35,"ARRIS Group, Inc."
F8:E4:3B,ASIX Electronics Corporation
78:6A:1F,"ARRIS Group, Inc."
24:94:CB,"ARRIS Group, Inc."
DC:4A:9E:C,"HEFEI DATANG STORAGE TECHNOLOGY CO.,LTD"
70:B3:D5:A3:1,Wise Ally Holdings Limited
A8:DA:0C,SERVERCOM (INDIA) PRIVATE LIMITED
08:55:31,Routerboard.com
3C:BD:C5,Arcadyan Corporation
58:86:94,EFM Networks
F8:5E:A0,Intel Corporate
FC:7F:F1,"Aruba, a Hewlett Packard Enterprise Company"
84:11:C2,IEEE Registration Authority
DC:4A:9E:E,SES-imagotag Deutschland GmbH
84:11:C2:3,FUJIFILM Healthcare Corporation
70:B3:D5:5D:7,Clockwork Dog
70:B3:D5:96:2,Senquire Pte. Ltd
60:7E:A4,Shanghai Imilab Technology Co.Ltd
14:AB:02,"HUAWEI TECHNOLOGIES CO.,LTD"
3C:61:05,Espressif Inc.
24:06:AA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
F8:53:29,"HUAWEI TECHNOLOGIES CO.,LTD"
D0:BC:C1,"WEIFANG GOERTEK ELECTRONICS CO.,LTD"
6C:E8:74,"HUAWEI TECHNOLOGIES CO.,LTD"
C4:69:F0,"HUAWEI TECHNOLOGIES CO.,LTD"
BC:99:30,"HUAWEI TECHNOLOGIES CO.,LTD"
E8:68:E7,Espressif Inc.
24:94:94,Hong Kong Bouffalo Lab Limited
30:BE:3B,Mitsubishi Electric Corporation
0C:B7:89,"Honor Device Co., Ltd."
3C:A3:7E,"HUAWEI TECHNOLOGIES CO.,LTD"
78:98:E8,D-Link International
78:91:E9,"Raisecom Technology CO., LTD"
8C:34:01,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
00:34:A1,RF-LAMBDA USA INC.
8C:7A:15,Ruckus Wireless
64:20:E0,"T3 Technology Co., Ltd."
5C:C0:A0,"HUAWEI TECHNOLOGIES CO.,LTD"
04:F3:52,"HUAWEI TECHNOLOGIES CO.,LTD"
EC:A1:D1,"HUAWEI TECHNOLOGIES CO.,LTD"
A4:6D:A4,"HUAWEI TECHNOLOGIES CO.,LTD"
84:11:C2:4,LLC STC MZTA
84:11:C2:8,Leybold GmbH
84:11:C2:1,"Beijing Dayu Technology Co., Ltd."
84:11:C2:9,C TECH BILISIM TEKNOLOJILERI SAN. VE TIC. A.S.
84:11:C2:5,AIBIoT GmbH
70:B3:D5:E6:5,BIRTECH TECHNOLOGY
70:B3:D5:D8:2,"SUN ELECTRONICS CO.,LTD."
70:B3:D5:7B:5,VOCAL Technologies Ltd.
08:65:F0,"JM Zengge Co., Ltd"
DC:8C:1B,"vivo Mobile Communication Co., Ltd."
E4:F1:D4,"vivo Mobile Communication Co., Ltd."
84:11:C2:A,igus GmbH
84:11:C2:B,"Guangdong Creator&Flyaudio Electronic Technology Co.,LTD"
70:B3:D5:ED:4,WILMORE ELECTRONICS COMPANY
70:B3:D5:CB:F,"Cubic ITS, Inc. dba GRIDSMART Technologies"
70:B3:D5:6C:4,"Veo Robotics, Inc."
70:B3:D5:3A:6,myenergi Ltd
DC:9B:D6,TCT mobile ltd
78:CB:2C,"Join Digital, Inc."
84:11:C2:2,Futurecom Systems Group
84:11:C2:6,KESSEL AG
84:11:C2:7,Ei3 Corporation
84:11:C2:D,Goldmund Switzerland
70:B3:D5:E6:8,"Transit Solutions, LLC."
70:B3:D5:35:B,Nuance Hearing Ltd.
10:96:93,Amazon Technologies Inc.
84:11:C2:0,Kazdream Technologies LLP
84:11:C2:C,Provision-ISR
70:B3:D5:7B:D,TableConnect GmbH
E0:1F:ED,"Nokia Shanghai Bell Co., Ltd."
74:B7:B3,"Shenzhen YOUHUA Technology Co., Ltd"
30:9E:1D,OHSUNG
68:79:12,IEEE Registration Authority
00:C5:2C,Juniper Networks
74:78:27,Dell Inc.
68:79:12:7,"Babbit and Friends, SIA"
84:11:C2:E,"Dangerous Music Group, LLC"
68:79:12:0,"PCTEL, Inc."
68:79:12:6,"APPOTRONICS CO., LTD"
70:B3:D5:8B:6,Eldes Ltd
70:B3:D5:8F:9,IWS Global Pty Ltd
70:B3:D5:47:D,"Shenyang TECHE Technology Co.,Ltd"
84:30:95,"Hon Hai Precision IND.CO.,LTD"
00:8A:55,"Huawei Device Co., Ltd."
64:A2:8A,"Huawei Device Co., Ltd."
AC:47:1B,"Huawei Device Co., Ltd."
00:31:92,TP-Link Corporation Limited
A4:AA:FE,"Huawei Device Co., Ltd."
F8:3B:7E,"Huawei Device Co., Ltd."
88:15:C5,"Huawei Device Co., Ltd."
18:B6:CC,We Corporation Inc.
F8:5E:42,Vantiva USA LLC
30:A0:23,ROCK PATH S.R.L
E8:48:B8,TP-Link Corporation Limited
00:E9:3A,AzureWave Technology Inc.
78:F0:9B,"Huawei Device Co., Ltd."
48:EF:61,"Huawei Device Co., Ltd."
28:AD:18,"Hui Zhou Gaoshengda Technology Co.,LTD"
24:A4:87,"Huawei Device Co., Ltd."
C4:5A:86,"Huawei Device Co., Ltd."
20:AC:9C,China Telecom Corporation Limited
68:79:12:5,"Copper Labs, Inc."
68:79:12:A,"Wingtech Mobile Communications Co., Ltd."
68:79:12:C,Globus Infocom Limited
68:79:12:9,LEAPS s.r.o.
68:79:12:1,Annapurna labs
68:79:12:D,Neurolab
68:79:12:8,"ShangHai Aigentoo Information Technology Co., Ltd"
68:79:12:3,Stephan Electronics SARL
70:B3:D5:8B:5,xTom GmbH
70:B3:D5:6E:2,E-Controls
70:B3:D5:62:1,SERTEC SRL
70:B3:D5:C4:6,eumig industrie-TV GmbH.
4C:20:B8,"Apple, Inc."
14:88:E6,"Apple, Inc."
B4:56:E3,"Apple, Inc."
A4:CC:B9,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
90:FF:D6,"Honor Device Co., Ltd."
6C:B8:81,zte corporation
98:9A:B9,zte corporation
B4:1B:B0,"Apple, Inc."
58:D3:49,"Apple, Inc."
F4:34:F0,"Apple, Inc."
B0:8C:75,"Apple, Inc."
9C:28:B3,"Apple, Inc."
A0:78:17,"Apple, Inc."
5C:87:30,"Apple, Inc."
14:6B:9A,zte corporation
F8:66:5A,"Apple, Inc."
60:BE:C4,"Apple, Inc."
F8:B1:DD,"Apple, Inc."
A8:81:7E,"Apple, Inc."
EC:64:88,"Honor Device Co., Ltd."
74:D6:CB,"New H3C Technologies Co., Ltd"
0C:3A:FA,"New H3C Technologies Co., Ltd"
44:F2:1B,"Apple, Inc."
74:65:0C,"Apple, Inc."
E0:6D:17,"Apple, Inc."
F0:B3:EC,"Apple, Inc."
F4:65:A6,"Apple, Inc."
94:09:D3,"shenzhen maxtopic technology co.,ltd"
C4:0B:31,"Apple, Inc."
BC:62:CE,"Netis Technology Co., Ltd."
68:79:12:B,Swisscom Broadcast Ltd
68:79:12:2,"CNDI CO.,LTD"
68:79:12:4,McDonald's Corporation
70:B3:D5:C5:7,eBZ GmbH
70:B3:D5:CD:D,Teneo IoT B.V.
70:B3:D5:92:1,QDevil
70:B3:D5:66:8,Öresundskraft AB
4C:52:EC,SOLARWATT GmbH
30:24:A9,HP Inc.
04:E7:7E,We Corporation Inc.
74:EC:B2,Amazon Technologies Inc.
78:2E:56,"China Mobile Group Device Co.,Ltd."
68:79:12:E,Ametek Solidstate Controls
8C:47:6E:3,"Shanghai Satellite Communication Technology Co.,Ltd"
70:B3:D5:B6:1,"WuXi anktech Co., Ltd"
70:B3:D5:11:8,"Macromatic Industrial Controls, Inc."
B0:45:30,SKY UK LIMITED
6C:A0:B4,SKY UK LIMITED
EC:0D:E4,Amazon Technologies Inc.
8C:47:6E,IEEE Registration Authority
18:11:71,"Guangzhou Doctorpai Education & Technology Co.,Ltd"
60:35:73,Earda Technologies co Ltd
A4:97:33,ASKEY COMPUTER CORP
5C:FB:3A,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
F0:2F:74,ASUSTek COMPUTER INC.
00:6E:02,Xovis AG
E0:1C:FC,D-Link International
C4:CB:54,Fibocom Auto Inc.
8C:47:6E:5,Square Inc.
A8:9A:D7,Nokia
48:25:67,Poly
0C:35:4F,Nokia
70:B3:D5:23:D,Circle Consult ApS
08:CB:E5,R3 Solutions GmbH
10:2D:31,Shenzhen Americas Trading Company LLC
8C:47:6E:D,innolectric AG
8C:47:6E:4,"Shenzhen Juding Electronics Co., Ltd."
70:B3:D5:17:6,Larraioz Elektronika
8C:47:6E:7,"Syng, Inc."
70:B3:D5:45:3,Foerster-Technik GmbH
70:B3:D5:D8:5,BTG Instruments AB
F0:23:AE,"AMPAK Technology,Inc."
24:64:9F,"Huawei Device Co., Ltd."
0C:17:73,"Huawei Device Co., Ltd."
E8:1E:92,"Huawei Device Co., Ltd."
88:8E:68,"Huawei Device Co., Ltd."
80:74:84,ALL Winner (Hong Kong) Limited
70:40:FF,"Huawei Device Co., Ltd."
34:D6:93,"Huawei Device Co., Ltd."
50:8E:49,Xiaomi Communications Co Ltd
AC:33:28,"Huawei Device Co., Ltd."
FC:D4:36,"Motorola Mobility LLC, a Lenovo Company"
0C:EC:8D,"Motorola Mobility LLC, a Lenovo Company"
18:4F:5D,JRC Mobility Inc.
10:3F:44,Xiaomi Communications Co Ltd
E0:77:26,"Huawei Device Co., Ltd."
94:A6:7E,NETGEAR
A8:6E:4E,"Huawei Device Co., Ltd."
94:5F:34,Renesas Electronics (Penang) Sdn. Bhd.
60:3C:EE,LG Electronics (Mobile Communications)
2C:4A:11,Ciena Corporation
1C:4C:48,ITEL MOBILE LIMITED
2C:07:86,"Huawei Device Co., Ltd."
8C:47:6E:0,Chipsafer Pte. Ltd.
8C:47:6E:2,"HuiZhou MIKI Communication Equipment Co.,LTD"
8C:47:6E:1,TelWare Corporation
8C:47:6E:B,Faravid Communication&Data Analysis
70:B3:D5:BF:4,CreevX
70:B3:D5:D1:7,Power Element
70:B3:D5:AB:1,ISRV Zrt.
70:B3:D5:4C:3,EA Elektroautomatik GmbH & Co. KG
70:B3:D5:A6:1,Omsk Manufacturing Association named after A.S. Popov
70:B3:D5:01:8,DELITECH GROUP
30:D9:41,Raydium Semiconductor Corp.
F8:7A:41,"Cisco Systems, Inc"
84:F1:47,"Cisco Systems, Inc"
F8:A7:3A,"Cisco Systems, Inc"
B8:11:4B,"Cisco Systems, Inc"
8C:47:6E:A,AU Optronics Corporation
8C:47:6E:8,IntelliVIX Co. Ltd.
8C:47:6E:6,Oxford Nanopore Technologies Ltd.
8C:47:6E:C,Edge Networks Inc
70:B3:D5:44:F,Velvac Incorporated
70:B3:D5:90:9,tetronik GmbH AEN
8C:47:6E:9,Xertified AB
70:B3:D5:39:5,ICsec S.A.
8C:AE:49,IEEE Registration Authority
48:70:1E,Texas Instruments
24:9F:89,Texas Instruments
24:76:25,Texas Instruments
30:E2:83,Texas Instruments
8C:AE:49:A,Gigawave
8C:47:6E:E,Annapurna labs
70:B3:D5:71:D,Connido Limited
70:B3:D5:FA:C,"Integrated Protein Technologies, Inc."
70:B3:D5:62:4,EBE Mobility & Green Energy GmbH
70:B3:D5:BB:C,Boundary Technologies Ltd
D4:76:A0,"Fortinet, Inc."
8C:AE:49:6,"Chengdu BillDTE Technology Co., Ltd"
20:FF:36,"IFLYTEK CO.,LTD."
68:76:27,"Zhuhai Dingzhi Electronic Technology Co., Ltd"
20:0B:CF,"Nintendo Co.,Ltd"
80:B9:7A,eero inc.
8C:AE:49:4,"Jiangsu Sixingda Information Technology Co., Ltd."
70:B3:D5:5F:5,Microvision
D4:39:B8,Ciena Corporation
A8:99:DC,"i-TOP DESING TECHNOLOGY CO.,LTD"
B0:7B:25,Dell Inc.
70:B3:D5:54:0,KMtronic ltd
88:23:8C,"Fiberhome Telecommunication Technologies Co.,LTD"
98:ED:7E,eero inc.
24:E4:C8,"Fiberhome Telecommunication Technologies Co.,LTD"
60:8D:26,Arcadyan Corporation
1C:39:29,OHSUNG
34:FE:C5,"Shenzhen Sunwoda intelligent hardware Co.,Ltd"
1C:D1:BA,"Fiberhome Telecommunication Technologies Co.,LTD"
8C:AE:49:9,TTR Corporation
8C:AE:49:3,BERTIN TECHNOLOGIES
8C:AE:49:5,"Gati Information Technolog(Kunshan)Co.,Ltd."
70:B3:D5:BD:C,EDF Lab
70:B3:D5:62:7,EarTex
70:B3:D5:8D:1,Field Design Inc.
70:B3:D5:93:C,Televic Rail GmbH
70:B3:D5:64:F,GUNMA ELECTRONICS CO LTD
70:B3:D5:CC:7,SOtM
94:8E:D3,Arista Networks
A8:F7:66,ITE Tech Inc
70:B3:D5:C2:8,Mitech Integrated Systems Inc.
0A:2A:33,DIGISTOR
64:05:E4,"ALPSALPINE CO,.LTD"
40:8F:9D,Juniper Networks
D8:00:93,Aurender Inc.
14:B2:E5,"Shenzhen iComm Semiconductor CO.,LTD"
8C:AE:49:7,Precitec Optronik GmbH
8C:AE:49:C,Parametric GmbH
8C:AE:49:8,LLC Taipit - Measuring Equipment
8C:AE:49:D,Larch Networks
8C:AE:49:0,Ouman Oy
70:B3:D5:C4:7,ABB
70:B3:D5:DC:B,"MIJIENETRTECH CO.,LTD"
0A:36:1C,Smardii
8C:AE:49:1,H3 Platform
8C:AE:49:2,SEVERIN Elektrogeräte GmbH
78:CF:2F,"HUAWEI TECHNOLOGIES CO.,LTD"
A8:3B:5C,"HUAWEI TECHNOLOGIES CO.,LTD"
A8:CC:6F,HMD Global Oy
38:90:52,"HUAWEI TECHNOLOGIES CO.,LTD"
C0:F6:EC,"HUAWEI TECHNOLOGIES CO.,LTD"
CC:20:8C,"HUAWEI TECHNOLOGIES CO.,LTD"
88:5A:85,Wistron Neweb Corporation
E4:27:61,"Honor Device Co., Ltd."
8C:F3:19,"Siemens Industrial Automation Products Ltd., Chengdu"
74:E9:BF,"HUAWEI TECHNOLOGIES CO.,LTD"
D8:10:9F,"HUAWEI TECHNOLOGIES CO.,LTD"
3C:54:47,"HUAWEI TECHNOLOGIES CO.,LTD"
00:6B:6F,"HUAWEI TECHNOLOGIES CO.,LTD"
E0:29:67,HMD Global Oy
98:8B:69,"Shenzhen hylitech Co.,LTD"
18:14:6C,"Zhejiang Tmall Technology Co., Ltd."
9C:05:67,"Honor Device Co., Ltd."
C0:E3:FB,"HUAWEI TECHNOLOGIES CO.,LTD"
8C:AE:49:B,"Suzhou Guowang Electronics Technology Co., Ltd."
70:B3:D5:29:0,GETT Geraetetechnik GmbH
70:B3:D5:CE:E,ACRIOS Systems s.r.o.
5C:6F:69,Broadcom Limited
D0:12:CB,AVM Audiovisuelles Marketing und Computersysteme GmbH
C8:A4:0D,Cooler Master Technology Inc
38:42:0B,"Sonos, Inc."
FC:0C:45,"Shenzhen SuperElectron Technology Co.,Ltd."
54:67:E6,SHENZHEN MTC CO LTD
80:4B:50,Silicon Laboratories
68:3F:7D,INGRAM MICRO SERVICES
A4:53:EE:2,Ubisafe Smart Devices
A4:53:EE:1,Stellamore
8C:AE:49:E,"Shenzhen C & D Electronics Co., Ltd."
70:B3:D5:41:C,"Twoway Communications, Inc."
58:B0:FE,Team EPS GmbH
A4:53:EE,IEEE Registration Authority
A4:53:EE:9,"Dongguan HuaFuu industrial co., LTD"
A4:53:EE:0,"MAHLE ELECTRONICS, SLU"
A4:53:EE:D,SSK CORPORATION
A4:53:EE:C,"SOS LAB Co., Ltd."
A4:53:EE:4,Williamson Corporation
70:B3:D5:D0:3,Digitella Inc.
E8:F4:08,Intel Corporate
34:C9:3D,Intel Corporate
2C:A5:9C,"Hangzhou Hikvision Digital Technology Co.,Ltd."
C8:E2:65,Intel Corporate
A4:6B:B6,Intel Corporate
A0:3D:6E,"Cisco Systems, Inc"
B0:8B:D0,"Cisco Systems, Inc"
40:89:A8,"WiredIQ, LLC"
3C:20:93,"GD Midea Air-Conditioning Equipment Co.,Ltd."
34:AF:B3,Amazon Technologies Inc.
44:AE:25,"Cisco Systems, Inc"
BC:E7:12,"Cisco Systems, Inc"
74:8B:29,Micobiomed
DC:CD:74,"Japan E.M.Solutions Co., Ltd."
4C:11:54,"Mobiwire Mobiles (NingBo) Co., LTD"
C4:BF:60,TECNO MOBILE LIMITED
D0:56:BF,AMOSENSE
D0:40:EF,"Murata Manufacturing Co., Ltd."
8C:DE:F9,"Beijing Xiaomi Mobile Software Co., Ltd"
D0:3C:1F,Intel Corporate
84:44:AF,"Zhejiang Tmall Technology Co., Ltd."
E4:BF:FA,Vantiva USA LLC
50:C3:A2,"nFore Technology Co.,Ltd."
A4:53:EE:6,"Shenzhen Xunqi Interconnet Technology Co., Ltd"
A4:53:EE:B,"Viper Design, LLC"
70:B3:D5:51:F,VALEO CDA
70:B3:D5:D3:E,enders GmbH
70:B3:D5:31:A,Terratel Technology s.r.o.
A4:53:EE:5,"Foshan Yisihang Electrical Technology Co., Ltd."
A4:53:EE:3,Larva.io OÜ
44:D4:53,Sagemcom Broadband SAS
70:B3:D5:A6:5,CREATIVE
70:B3:D5:AF:C,BAE Systems
70:B3:D5:B2:C,Elman srl
70:B3:D5:F9:D,Teledyne API
AC:78:D1,Juniper Networks
8C:64:D4,"Hyeco Smart Tech Co.,Ltd"
70:B3:D5:25:6,Telco Antennas Pty Ltd
70:B3:D5:BF:0,Alfa Elettronica srl
70:B3:D5:29:E,B2cloud lda
14:3F:A6,Sony Home Entertainment&Sound Products Inc
04:49:5D,"Huawei Device Co., Ltd."
F0:FE:E7,"Huawei Device Co., Ltd."
54:21:1D,"Huawei Device Co., Ltd."
E0:2E:3F,"Huawei Device Co., Ltd."
8C:8C:AA,"LCFC(HeFei) Electronics Technology co., ltd"
BC:9A:53,"Huawei Device Co., Ltd."
DC:27:27,"Huawei Device Co., Ltd."
F0:42:F5,"Huawei Device Co., Ltd."
58:AE:2B,"Huawei Device Co., Ltd."
64:A1:98,"Huawei Device Co., Ltd."
5C:9A:A1,"Huawei Device Co., Ltd."
A4:53:EE:8,"T-Touching Co., Ltd."
DC:A1:20,Nokia
50:52:3B,Nokia
54:DB:A2,Fibrain
A0:02:4A:6,"Xiaojie Technology (Shenzhen) Co., Ltd"
A0:02:4A:4,Argos Solutions AS
A0:02:4A:A,Guangdong Jinpeng Technology Co. LTD
A0:02:4A:5,"Dongguan Amsamotion Automation Technology Co., Ltd"
70:B3:D5:BD:B,"Power Electronics Espana, S.L."
8A:94:AD,Nexgen A/S
C4:E2:87,"HUAWEI TECHNOLOGIES CO.,LTD"
48:4C:29,"HUAWEI TECHNOLOGIES CO.,LTD"
C4:D4:38,"HUAWEI TECHNOLOGIES CO.,LTD"
C0:28:0B,"Honor Device Co., Ltd."
9C:EA:97,"Honor Device Co., Ltd."
BC:6D:05,"Dusun Electron Co.,Ltd."
C0:E0:18,"HUAWEI TECHNOLOGIES CO.,LTD"
5C:E7:47,"HUAWEI TECHNOLOGIES CO.,LTD"
A8:FF:BA,"HUAWEI TECHNOLOGIES CO.,LTD"
7C:C2:C6,TP-Link Corporation Limited
08:9A:C7,zte corporation
74:4C:A1,Liteon Technology Corporation
B4:B2:91,LG Electronics
EC:75:ED,"Citrix Systems, Inc."
4C:75:25,Espressif Inc.
74:04:F0,"Mobiwire Mobiles (NingBo) Co., LTD"
B4:B5:B6,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
04:7A:0B,"Beijing Xiaomi Electronics Co., Ltd."
90:0F:0C,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
54:3A:D6,"Samsung Electronics Co.,Ltd"
14:23:0A,"HUAWEI TECHNOLOGIES CO.,LTD"
58:AE:A8,"HUAWEI TECHNOLOGIES CO.,LTD"
6C:D7:04,"HUAWEI TECHNOLOGIES CO.,LTD"
54:46:17,zte corporation
5C:85:F8,"SHENZHEN KAIFA TECHNOLOGY CO.,LTD."
9C:BC:F0,Xiaomi Communications Co Ltd
D4:EC:AB,"vivo Mobile Communication Co., Ltd."
BC:3E:CB,"vivo Mobile Communication Co., Ltd."
08:79:8C,"HUAWEI TECHNOLOGIES CO.,LTD"
8C:EA:48,"Samsung Electronics Co.,Ltd"
00:5F:67,TP-Link Corporation Limited
BC:F4:5F,zte corporation
60:55:F9,Espressif Inc.
50:3D:C6,Xiaomi Communications Co Ltd
B0:BD:1B,"Dongguan Liesheng Electronic Co., Ltd."
70:B3:D5:56:0,"DaiShin Information & Communications Co., Ltd"
70:B3:D5:8E:8,PREO INDUSTRIES FAR EAST LTD
0C:96:CD,MERCURY CORPORATION
A0:3B:01,Kyung In Electronics
18:18:8B,FCNT LMITED
14:5E:69,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
C8:6C:3D,Amazon Technologies Inc.
20:EF:BD,"Roku, Inc"
BC:9D:42,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD."
24:0B:88,Taicang T&W Electronics
0C:93:8F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
80:22:78,China Mobile IOT Company Limited
70:B3:D5:B4:2,Samwell International Inc
E8:D2:FF,Sagemcom Broadband SAS
A0:02:4A:0,"Zhejiang Hechuan Technology Co.,Ltd"
70:B3:D5:EC:2,Lightside Instruments AS
70:B3:D5:88:7,Entec Solar S.L.
F4:B3:01,Intel Corporate
48:51:C5,Intel Corporate
90:3C:B3,Edgecore Networks Corporation
A0:02:4A:2,Danriver Technologies Corp.
A0:02:4A:B,"Xi'an Yingsheng Electric Technology Co.,Ltd."
A0:02:4A:D,bitbee Inc
A0:02:4A:3,SomaDetect Inc
70:B3:D5:1B:7,ULSee Inc
70:B3:D5:80:E,Utopi Ltd
EC:BE:5F,Vestel Elektronik San ve Tic. A.S.
70:CF:49,Intel Corporate
2C:79:3D,Boditech Med
14:18:C3,Intel Corporate
A4:42:3B,Intel Corporate
84:5C:F3,Intel Corporate
A0:02:4A:9,Kontakt Micro-Location Sp z o.o.
A0:02:4A:8,"Beijing Lyratone Technology Co., Ltd"
70:B3:D5:ED:9,AADONA Communication Pvt Ltd
5C:DE:34,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
A0:A3:F0,D-Link International
84:65:69,"New H3C Technologies Co., Ltd"
9C:82:3F,"Huawei Device Co., Ltd."
54:F6:07,"Huawei Device Co., Ltd."
74:50:4E,"New H3C Technologies Co., Ltd"
8C:0F:C9,"Huawei Device Co., Ltd."
30:4E:1B,"Huawei Device Co., Ltd."
5C:BD:9A,"Huawei Device Co., Ltd."
14:A3:B4,"Huawei Device Co., Ltd."
D8:14:DF,"TCL King Electrical Appliances (Huizhou) Co., Ltd"
90:02:7A,"Shenzhen Sworix Techonlogy Co., Ltd"
D0:5A:FD,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
64:D7:C0,"Huawei Device Co., Ltd."
94:60:10,"Huawei Device Co., Ltd."
24:ED:FD,Siemens Canada Limited
6C:CD:D6,NETGEAR
54:07:64,"Huawei Device Co., Ltd."
DC:D7:A0,"Huawei Device Co., Ltd."
98:77:E7,"Kaon Group Co., Ltd."
78:D4:F1,IEEE Registration Authority
78:D4:F1:5,"Huaqin Telecom Technology Co.,Ltd."
A4:53:EE:7,"Beijing Lanke Science and Technology Co.,LTd."
A0:02:4A:E,IoTecha Corp
A0:02:4A:C,Encroute AB
A0:02:4A:1,Videndum Media Solutions Spa
78:D4:F1:1,Silla Industries
70:B3:D5:CD:8,Nexus Electric S.A.
70:B3:D5:47:4,CTROGERS LLC
70:B3:D5:C1:3,"Guangzhou Xianhe Technology Engineering Co., Ltd"
70:B3:D5:81:C,"QIT Co., Ltd."
E8:A0:CD,"Nintendo Co.,Ltd"
34:F7:16,"TP-LINK TECHNOLOGIES CO.,LTD."
F4:2A:7D,"TP-LINK TECHNOLOGIES CO.,LTD."
04:F9:93,Infinix mobility limited
BC:BD:9E,ITEL MOBILE LIMITED
5C:A4:A4,"Fiberhome Telecommunication Technologies Co.,LTD"
6C:02:E0,HP Inc.
58:41:20,"TP-LINK TECHNOLOGIES CO.,LTD."
3C:06:A7,"TP-LINK TECHNOLOGIES CO.,LTD."
24:E9:27,TomTom International BV
9C:68:65,"Fiberhome Telecommunication Technologies Co.,LTD"
38:3D:5B,"Fiberhome Telecommunication Technologies Co.,LTD"
A0:62:FB,"HISENSE VISUAL TECHNOLOGY CO.,LTD"
78:D4:F1:9,"shanghai baudcom communication device co.,ltd"
70:B3:D5:B4:B,Network Customizing Technologies Inc
70:B3:D5:59:E,i2-electronics
70:B3:D5:06:5,EXATEL
18:CE:94,"Samsung Electronics Co.,Ltd"
78:37:16,"Samsung Electronics Co.,Ltd"
64:E0:03,"Hui Zhou Gaoshengda Technology Co.,LTD"
EC:7C:B6,"Samsung Electronics Co.,Ltd"
58:A6:39,"Samsung Electronics Co.,Ltd"
A4:E5:7C,Espressif Inc.
6C:03:09,"Cisco Systems, Inc"
BC:D2:95,"Cisco Systems, Inc"
F0:39:65,"Samsung Electronics Co.,Ltd"
8C:DE:E6,"Samsung Electronics Co.,Ltd"
10:EC:81,"Samsung Electronics Co.,Ltd"
C4:5D:83,"Samsung Electronics Co.,Ltd"
9C:9C:1F,Espressif Inc.
D8:09:D6,"ZEXELON CO., LTD."
44:B6:BE,"Cisco Systems, Inc"
F0:F5:64,"Samsung Electronics Co.,Ltd"
70:89:76,Tuya Smart Inc.
24:5B:83,Renesas Electronics (Penang) Sdn. Bhd.
6C:13:D5,"Cisco Systems, Inc"
F8:8F:07,"Samsung Electronics Co.,Ltd"
78:D4:F1:D,Quidel Corporation
78:D4:F1:0,Burisch Elektronik Bauteile GmbH
70:B3:D5:49:1,VONSCH
70:B3:D5:DB:9,PULOON Tech
70:B3:D5:C3:0,Polskie Sady Nowe Podole Sp. z o.o.
70:B3:D5:4D:A,RADA Electronics Industries Ltd.
C4:39:60,"GD Midea Air-Conditioning Equipment Co.,Ltd."
00:DC:B2,Extreme Networks Headquarters
38:10:F0,"Aruba, a Hewlett Packard Enterprise Company"
78:D4:F1:8,"Xiamen Cheerzing IOT Technology Co.,Ltd."
70:B3:D5:52:7,Procon Electronics Pty Ltd
70:B3:D5:6C:C,ARINAX
70:B3:D5:E1:3,"Suzhou ZhiCai Co.,Ltd."
28:1B:04,Zalliant LLC
F0:25:8E,"HUAWEI TECHNOLOGIES CO.,LTD"
9C:74:6F,"HUAWEI TECHNOLOGIES CO.,LTD"
E0:6C:4E,Shenzhen TINNO Mobile Technology Corp.
08:FF:24,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
50:55:8D,China Mobile IOT Company Limited
50:2D:FB,"IGShare Co., Ltd."
